network_node	genome	Family	Division	Cluster designation
G161_Cl_9	Desulfotomaculum reducens MI-1	Peptococcaceae	Firmicutes	Native
G161_Cl_10	Desulfotomaculum reducens MI-1	Peptococcaceae	Firmicutes	Native
G161_Cl_11	Desulfotomaculum reducens MI-1	Peptococcaceae	Firmicutes	Native
G162_Cl_1	Desulfovibrio desulfuricans G20	Desulfovibrionaceae	Proteobacteria	Native
G162_Cl_2	Desulfovibrio desulfuricans G20	Desulfovibrionaceae	Proteobacteria	Alien
G162_Cl_3	Desulfovibrio desulfuricans G20	Desulfovibrionaceae	Proteobacteria	Native
G162_Cl_4	Desulfovibrio desulfuricans G20	Desulfovibrionaceae	Proteobacteria	Alien
G162_Cl_5	Desulfovibrio desulfuricans G20	Desulfovibrionaceae	Proteobacteria	Alien
G162_Cl_6	Desulfovibrio desulfuricans G20	Desulfovibrionaceae	Proteobacteria	Alien
G162_Cl_7	Desulfovibrio desulfuricans G20	Desulfovibrionaceae	Proteobacteria	Alien
G162_Cl_8	Desulfovibrio desulfuricans G20	Desulfovibrionaceae	Proteobacteria	Alien
G162_Cl_9	Desulfovibrio desulfuricans G20	Desulfovibrionaceae	Proteobacteria	Alien
G162_Cl_10	Desulfovibrio desulfuricans G20	Desulfovibrionaceae	Proteobacteria	Alien
G162_Cl_11	Desulfovibrio desulfuricans G20	Desulfovibrionaceae	Proteobacteria	Alien
G162_Cl_12	Desulfovibrio desulfuricans G20	Desulfovibrionaceae	Proteobacteria	Alien
G163_Cl_1	Desulfovibrio vulgaris subsp. vulgaris DP4	Desulfovibrionaceae	Proteobacteria	Native
G163_Cl_2	Desulfovibrio vulgaris subsp. vulgaris DP4	Desulfovibrionaceae	Proteobacteria	Alien
G163_Cl_3	Desulfovibrio vulgaris subsp. vulgaris DP4	Desulfovibrionaceae	Proteobacteria	Alien
G163_Cl_4	Desulfovibrio vulgaris subsp. vulgaris DP4	Desulfovibrionaceae	Proteobacteria	Alien
G163_Cl_5	Desulfovibrio vulgaris subsp. vulgaris DP4	Desulfovibrionaceae	Proteobacteria	Native
G163_Cl_6	Desulfovibrio vulgaris subsp. vulgaris DP4	Desulfovibrionaceae	Proteobacteria	Native
G163_Cl_7	Desulfovibrio vulgaris subsp. vulgaris DP4	Desulfovibrionaceae	Proteobacteria	Native
G163_Cl_8	Desulfovibrio vulgaris subsp. vulgaris DP4	Desulfovibrionaceae	Proteobacteria	Alien
G163_Cl_9	Desulfovibrio vulgaris subsp. vulgaris DP4	Desulfovibrionaceae	Proteobacteria	Alien
G163_Cl_10	Desulfovibrio vulgaris subsp. vulgaris DP4	Desulfovibrionaceae	Proteobacteria	Alien
G164_Cl_1	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	Desulfovibrionaceae	Proteobacteria	Native
G164_Cl_2	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	Desulfovibrionaceae	Proteobacteria	Native
G164_Cl_3	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	Desulfovibrionaceae	Proteobacteria	Alien
G164_Cl_4	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	Desulfovibrionaceae	Proteobacteria	Alien
G164_Cl_5	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	Desulfovibrionaceae	Proteobacteria	Alien
G164_Cl_6	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	Desulfovibrionaceae	Proteobacteria	Native
G164_Cl_7	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	Desulfovibrionaceae	Proteobacteria	Alien
G164_Cl_8	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	Desulfovibrionaceae	Proteobacteria	Alien
G164_Cl_9	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	Desulfovibrionaceae	Proteobacteria	Alien
G164_Cl_10	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	Desulfovibrionaceae	Proteobacteria	Alien
G164_Cl_11	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	Desulfovibrionaceae	Proteobacteria	Alien
G164_Cl_12	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	Desulfovibrionaceae	Proteobacteria	Native
G165_Cl_1	Dichelobacter nodosus VCS1703A	Cardiobacteriaceae	Proteobacteria	Native
G165_Cl_2	Dichelobacter nodosus VCS1703A	Cardiobacteriaceae	Proteobacteria	Alien
G165_Cl_3	Dichelobacter nodosus VCS1703A	Cardiobacteriaceae	Proteobacteria	Alien
G165_Cl_4	Dichelobacter nodosus VCS1703A	Cardiobacteriaceae	Proteobacteria	Alien
G165_Cl_5	Dichelobacter nodosus VCS1703A	Cardiobacteriaceae	Proteobacteria	Alien
G165_Cl_6	Dichelobacter nodosus VCS1703A	Cardiobacteriaceae	Proteobacteria	Alien
G165_Cl_7	Dichelobacter nodosus VCS1703A	Cardiobacteriaceae	Proteobacteria	Alien
G165_Cl_8	Dichelobacter nodosus VCS1703A	Cardiobacteriaceae	Proteobacteria	Alien
G165_Cl_9	Dichelobacter nodosus VCS1703A	Cardiobacteriaceae	Proteobacteria	Alien
G165_Cl_10	Dichelobacter nodosus VCS1703A	Cardiobacteriaceae	Proteobacteria	Alien
G166_Cl_1	Ehrlichia canis str. Jake	Anaplasmataceae	Proteobacteria	Native
G166_Cl_2	Ehrlichia canis str. Jake	Anaplasmataceae	Proteobacteria	Alien
G166_Cl_3	Ehrlichia canis str. Jake	Anaplasmataceae	Proteobacteria	Native
G166_Cl_4	Ehrlichia canis str. Jake	Anaplasmataceae	Proteobacteria	Alien
G167_Cl_1	Ehrlichia chaffeensis str. Arkansas	Anaplasmataceae	Proteobacteria	Native
G167_Cl_2	Ehrlichia chaffeensis str. Arkansas	Anaplasmataceae	Proteobacteria	Native
G167_Cl_3	Ehrlichia chaffeensis str. Arkansas	Anaplasmataceae	Proteobacteria	Alien
G168_Cl_1	Ehrlichia ruminantium str. Gardel	Anaplasmataceae	Proteobacteria	Native
G168_Cl_2	Ehrlichia ruminantium str. Gardel	Anaplasmataceae	Proteobacteria	Alien
G168_Cl_3	Ehrlichia ruminantium str. Gardel	Anaplasmataceae	Proteobacteria	Native
G168_Cl_4	Ehrlichia ruminantium str. Gardel	Anaplasmataceae	Proteobacteria	Native
G168_Cl_5	Ehrlichia ruminantium str. Gardel	Anaplasmataceae	Proteobacteria	Alien
G169_Cl_1	Ehrlichia ruminantium str. Welgevonden	Anaplasmataceae	Proteobacteria	Native
G169_Cl_2	Ehrlichia ruminantium str. Welgevonden	Anaplasmataceae	Proteobacteria	Alien
G169_Cl_3	Ehrlichia ruminantium str. Welgevonden	Anaplasmataceae	Proteobacteria	Alien
G169_Cl_4	Ehrlichia ruminantium str. Welgevonden	Anaplasmataceae	Proteobacteria	Native
G169_Cl_5	Ehrlichia ruminantium str. Welgevonden	Anaplasmataceae	Proteobacteria	Native
G169_Cl_6	Ehrlichia ruminantium str. Welgevonden	Anaplasmataceae	Proteobacteria	Native
G170_Cl_1	Ehrlichia ruminantium str. Welgevonden	Anaplasmataceae	Proteobacteria	Native
G170_Cl_2	Ehrlichia ruminantium str. Welgevonden	Anaplasmataceae	Proteobacteria	Alien
G170_Cl_3	Ehrlichia ruminantium str. Welgevonden	Anaplasmataceae	Proteobacteria	Alien
G170_Cl_4	Ehrlichia ruminantium str. Welgevonden	Anaplasmataceae	Proteobacteria	Native
G170_Cl_5	Ehrlichia ruminantium str. Welgevonden	Anaplasmataceae	Proteobacteria	Native
G170_Cl_6	Ehrlichia ruminantium str. Welgevonden	Anaplasmataceae	Proteobacteria	Native
G170_Cl_7	Ehrlichia ruminantium str. Welgevonden	Anaplasmataceae	Proteobacteria	Alien
G171_Cl_1	Enterobacter sp. 638	Enterobacteriaceae	Proteobacteria	Native
G171_Cl_2	Enterobacter sp. 638	Enterobacteriaceae	Proteobacteria	Alien
G171_Cl_3	Enterobacter sp. 638	Enterobacteriaceae	Proteobacteria	Alien
G171_Cl_4	Enterobacter sp. 638	Enterobacteriaceae	Proteobacteria	Alien
G171_Cl_5	Enterobacter sp. 638	Enterobacteriaceae	Proteobacteria	Alien
G171_Cl_6	Enterobacter sp. 638	Enterobacteriaceae	Proteobacteria	Alien
G171_Cl_7	Enterobacter sp. 638	Enterobacteriaceae	Proteobacteria	Alien
G171_Cl_8	Enterobacter sp. 638	Enterobacteriaceae	Proteobacteria	Alien
G171_Cl_9	Enterobacter sp. 638	Enterobacteriaceae	Proteobacteria	Alien
G171_Cl_10	Enterobacter sp. 638	Enterobacteriaceae	Proteobacteria	Alien
G171_Cl_11	Enterobacter sp. 638	Enterobacteriaceae	Proteobacteria	Alien
G171_Cl_12	Enterobacter sp. 638	Enterobacteriaceae	Proteobacteria	Alien
G171_Cl_13	Enterobacter sp. 638	Enterobacteriaceae	Proteobacteria	Alien
G172_Cl_1	Enterococcus faecalis V583	Enterococcaceae	Firmicutes	Native
G172_Cl_2	Enterococcus faecalis V583	Enterococcaceae	Firmicutes	Alien
G172_Cl_3	Enterococcus faecalis V583	Enterococcaceae	Firmicutes	Native
G172_Cl_4	Enterococcus faecalis V583	Enterococcaceae	Firmicutes	Alien
G172_Cl_5	Enterococcus faecalis V583	Enterococcaceae	Firmicutes	Alien
G172_Cl_6	Enterococcus faecalis V583	Enterococcaceae	Firmicutes	Alien
G172_Cl_7	Enterococcus faecalis V583	Enterococcaceae	Firmicutes	Alien
G172_Cl_8	Enterococcus faecalis V583	Enterococcaceae	Firmicutes	Alien
G172_Cl_9	Enterococcus faecalis V583	Enterococcaceae	Firmicutes	Alien
G172_Cl_10	Enterococcus faecalis V583	Enterococcaceae	Firmicutes	Alien
G172_Cl_11	Enterococcus faecalis V583	Enterococcaceae	Firmicutes	Alien
G173_Cl_1	Erwinia carotovora subsp. atroseptica SCRI1043	Enterobacteriaceae	Proteobacteria	Native
G173_Cl_2	Erwinia carotovora subsp. atroseptica SCRI1043	Enterobacteriaceae	Proteobacteria	Alien
G173_Cl_3	Erwinia carotovora subsp. atroseptica SCRI1043	Enterobacteriaceae	Proteobacteria	Native
G173_Cl_4	Erwinia carotovora subsp. atroseptica SCRI1043	Enterobacteriaceae	Proteobacteria	Alien
G173_Cl_5	Erwinia carotovora subsp. atroseptica SCRI1043	Enterobacteriaceae	Proteobacteria	Native
G173_Cl_6	Erwinia carotovora subsp. atroseptica SCRI1043	Enterobacteriaceae	Proteobacteria	Alien
G173_Cl_7	Erwinia carotovora subsp. atroseptica SCRI1043	Enterobacteriaceae	Proteobacteria	Alien
G173_Cl_8	Erwinia carotovora subsp. atroseptica SCRI1043	Enterobacteriaceae	Proteobacteria	Native
G173_Cl_9	Erwinia carotovora subsp. atroseptica SCRI1043	Enterobacteriaceae	Proteobacteria	Alien
G173_Cl_10	Erwinia carotovora subsp. atroseptica SCRI1043	Enterobacteriaceae	Proteobacteria	Alien
G173_Cl_11	Erwinia carotovora subsp. atroseptica SCRI1043	Enterobacteriaceae	Proteobacteria	Native
G173_Cl_12	Erwinia carotovora subsp. atroseptica SCRI1043	Enterobacteriaceae	Proteobacteria	Alien
G173_Cl_13	Erwinia carotovora subsp. atroseptica SCRI1043	Enterobacteriaceae	Proteobacteria	Alien
G173_Cl_14	Erwinia carotovora subsp. atroseptica SCRI1043	Enterobacteriaceae	Proteobacteria	Alien
G173_Cl_15	Erwinia carotovora subsp. atroseptica SCRI1043	Enterobacteriaceae	Proteobacteria	Alien
G174_Cl_1	Erythrobacter litoralis HTCC2594	Erythrobacteraceae	Proteobacteria	Native
G174_Cl_2	Erythrobacter litoralis HTCC2594	Erythrobacteraceae	Proteobacteria	Alien
G174_Cl_3	Erythrobacter litoralis HTCC2594	Erythrobacteraceae	Proteobacteria	Alien
G174_Cl_4	Erythrobacter litoralis HTCC2594	Erythrobacteraceae	Proteobacteria	Native
G174_Cl_5	Erythrobacter litoralis HTCC2594	Erythrobacteraceae	Proteobacteria	Alien
G174_Cl_6	Erythrobacter litoralis HTCC2594	Erythrobacteraceae	Proteobacteria	Native
G174_Cl_7	Erythrobacter litoralis HTCC2594	Erythrobacteraceae	Proteobacteria	Native
G175_Cl_1	Escherichia coli 536	Enterobacteriaceae	Proteobacteria	Native
G175_Cl_2	Escherichia coli 536	Enterobacteriaceae	Proteobacteria	Native
G175_Cl_3	Escherichia coli 536	Enterobacteriaceae	Proteobacteria	Alien
G175_Cl_4	Escherichia coli 536	Enterobacteriaceae	Proteobacteria	Alien
G175_Cl_5	Escherichia coli 536	Enterobacteriaceae	Proteobacteria	Alien
G175_Cl_6	Escherichia coli 536	Enterobacteriaceae	Proteobacteria	Alien
G175_Cl_7	Escherichia coli 536	Enterobacteriaceae	Proteobacteria	Native
G175_Cl_8	Escherichia coli 536	Enterobacteriaceae	Proteobacteria	Native
G175_Cl_9	Escherichia coli 536	Enterobacteriaceae	Proteobacteria	Native
G175_Cl_10	Escherichia coli 536	Enterobacteriaceae	Proteobacteria	Alien
G175_Cl_11	Escherichia coli 536	Enterobacteriaceae	Proteobacteria	Native
G175_Cl_12	Escherichia coli 536	Enterobacteriaceae	Proteobacteria	Native
G175_Cl_13	Escherichia coli 536	Enterobacteriaceae	Proteobacteria	Native
G175_Cl_14	Escherichia coli 536	Enterobacteriaceae	Proteobacteria	Native
G175_Cl_15	Escherichia coli 536	Enterobacteriaceae	Proteobacteria	Alien
G176_Cl_1	Escherichia coli APEC O1	Enterobacteriaceae	Proteobacteria	Native
G176_Cl_2	Escherichia coli APEC O1	Enterobacteriaceae	Proteobacteria	Native
G176_Cl_3	Escherichia coli APEC O1	Enterobacteriaceae	Proteobacteria	Alien
G176_Cl_4	Escherichia coli APEC O1	Enterobacteriaceae	Proteobacteria	Alien
G176_Cl_5	Escherichia coli APEC O1	Enterobacteriaceae	Proteobacteria	Alien
G176_Cl_6	Escherichia coli APEC O1	Enterobacteriaceae	Proteobacteria	Alien
G176_Cl_7	Escherichia coli APEC O1	Enterobacteriaceae	Proteobacteria	Native
G176_Cl_8	Escherichia coli APEC O1	Enterobacteriaceae	Proteobacteria	Native
G176_Cl_9	Escherichia coli APEC O1	Enterobacteriaceae	Proteobacteria	Alien
G176_Cl_10	Escherichia coli APEC O1	Enterobacteriaceae	Proteobacteria	Alien
G176_Cl_11	Escherichia coli APEC O1	Enterobacteriaceae	Proteobacteria	Alien
G176_Cl_12	Escherichia coli APEC O1	Enterobacteriaceae	Proteobacteria	Native
G176_Cl_13	Escherichia coli APEC O1	Enterobacteriaceae	Proteobacteria	Native
G176_Cl_14	Escherichia coli APEC O1	Enterobacteriaceae	Proteobacteria	Alien
G176_Cl_15	Escherichia coli APEC O1	Enterobacteriaceae	Proteobacteria	Alien
G176_Cl_16	Escherichia coli APEC O1	Enterobacteriaceae	Proteobacteria	Alien
G176_Cl_17	Escherichia coli APEC O1	Enterobacteriaceae	Proteobacteria	Native
G176_Cl_18	Escherichia coli APEC O1	Enterobacteriaceae	Proteobacteria	Native
G177_Cl_1	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Native
G177_Cl_2	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Native
G177_Cl_3	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Native
G177_Cl_4	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Alien
G177_Cl_5	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Alien
G177_Cl_6	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Alien
G177_Cl_7	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Native
G177_Cl_8	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Alien
G177_Cl_9	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Alien
G177_Cl_10	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Alien
G177_Cl_11	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Alien
G177_Cl_12	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Native
G177_Cl_13	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Native
G177_Cl_14	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Native
G177_Cl_15	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Native
G177_Cl_16	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Native
G177_Cl_17	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Alien
G177_Cl_18	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Alien
G177_Cl_19	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Native
G177_Cl_20	Escherichia coli CFT073	Enterobacteriaceae	Proteobacteria	Alien
G178_Cl_1	Escherichia coli K12	Enterobacteriaceae	Proteobacteria	Native
G178_Cl_2	Escherichia coli K12	Enterobacteriaceae	Proteobacteria	Alien
G178_Cl_3	Escherichia coli K12	Enterobacteriaceae	Proteobacteria	Alien
G178_Cl_4	Escherichia coli K12	Enterobacteriaceae	Proteobacteria	Alien
G178_Cl_5	Escherichia coli K12	Enterobacteriaceae	Proteobacteria	Alien
G178_Cl_6	Escherichia coli K12	Enterobacteriaceae	Proteobacteria	Alien
G178_Cl_7	Escherichia coli K12	Enterobacteriaceae	Proteobacteria	Alien
G178_Cl_8	Escherichia coli K12	Enterobacteriaceae	Proteobacteria	Alien
G178_Cl_9	Escherichia coli K12	Enterobacteriaceae	Proteobacteria	Alien
G178_Cl_10	Escherichia coli K12	Enterobacteriaceae	Proteobacteria	Alien
G178_Cl_11	Escherichia coli K12	Enterobacteriaceae	Proteobacteria	Alien
G178_Cl_12	Escherichia coli K12	Enterobacteriaceae	Proteobacteria	Alien
G179_Cl_1	Escherichia coli O157:H7 str. Sakai	Enterobacteriaceae	Proteobacteria	Native
G179_Cl_2	Escherichia coli O157:H7 str. Sakai	Enterobacteriaceae	Proteobacteria	Alien
G179_Cl_3	Escherichia coli O157:H7 str. Sakai	Enterobacteriaceae	Proteobacteria	Alien
G179_Cl_4	Escherichia coli O157:H7 str. Sakai	Enterobacteriaceae	Proteobacteria	Alien
G179_Cl_5	Escherichia coli O157:H7 str. Sakai	Enterobacteriaceae	Proteobacteria	Alien
G179_Cl_6	Escherichia coli O157:H7 str. Sakai	Enterobacteriaceae	Proteobacteria	Alien
G179_Cl_7	Escherichia coli O157:H7 str. Sakai	Enterobacteriaceae	Proteobacteria	Alien
G179_Cl_8	Escherichia coli O157:H7 str. Sakai	Enterobacteriaceae	Proteobacteria	Alien
G179_Cl_9	Escherichia coli O157:H7 str. Sakai	Enterobacteriaceae	Proteobacteria	Alien
G179_Cl_10	Escherichia coli O157:H7 str. Sakai	Enterobacteriaceae	Proteobacteria	Alien
G179_Cl_11	Escherichia coli O157:H7 str. Sakai	Enterobacteriaceae	Proteobacteria	Alien
G179_Cl_12	Escherichia coli O157:H7 str. Sakai	Enterobacteriaceae	Proteobacteria	Alien
G179_Cl_13	Escherichia coli O157:H7 str. Sakai	Enterobacteriaceae	Proteobacteria	Alien
G179_Cl_14	Escherichia coli O157:H7 str. Sakai	Enterobacteriaceae	Proteobacteria	Alien
G179_Cl_15	Escherichia coli O157:H7 str. Sakai	Enterobacteriaceae	Proteobacteria	Alien
G179_Cl_16	Escherichia coli O157:H7 str. Sakai	Enterobacteriaceae	Proteobacteria	Alien
G179_Cl_17	Escherichia coli O157:H7 str. Sakai	Enterobacteriaceae	Proteobacteria	Alien
G180_Cl_1	Escherichia coli O157:H7 EDL933	Enterobacteriaceae	Proteobacteria	Native
G180_Cl_2	Escherichia coli O157:H7 EDL933	Enterobacteriaceae	Proteobacteria	Alien
G180_Cl_3	Escherichia coli O157:H7 EDL933	Enterobacteriaceae	Proteobacteria	Native
G180_Cl_4	Escherichia coli O157:H7 EDL933	Enterobacteriaceae	Proteobacteria	Alien
G180_Cl_5	Escherichia coli O157:H7 EDL933	Enterobacteriaceae	Proteobacteria	Native
G180_Cl_6	Escherichia coli O157:H7 EDL933	Enterobacteriaceae	Proteobacteria	Alien
G180_Cl_7	Escherichia coli O157:H7 EDL933	Enterobacteriaceae	Proteobacteria	Native
G180_Cl_8	Escherichia coli O157:H7 EDL933	Enterobacteriaceae	Proteobacteria	Native
G180_Cl_9	Escherichia coli O157:H7 EDL933	Enterobacteriaceae	Proteobacteria	Native
G180_Cl_10	Escherichia coli O157:H7 EDL933	Enterobacteriaceae	Proteobacteria	Alien
G180_Cl_11	Escherichia coli O157:H7 EDL933	Enterobacteriaceae	Proteobacteria	Native
G180_Cl_12	Escherichia coli O157:H7 EDL933	Enterobacteriaceae	Proteobacteria	Native
G180_Cl_13	Escherichia coli O157:H7 EDL933	Enterobacteriaceae	Proteobacteria	Native
G180_Cl_14	Escherichia coli O157:H7 EDL933	Enterobacteriaceae	Proteobacteria	Native
G180_Cl_15	Escherichia coli O157:H7 EDL933	Enterobacteriaceae	Proteobacteria	Native
G180_Cl_16	Escherichia coli O157:H7 EDL933	Enterobacteriaceae	Proteobacteria	Native
G181_Cl_1	Escherichia coli UTI89	Enterobacteriaceae	Proteobacteria	Native
G181_Cl_2	Escherichia coli UTI89	Enterobacteriaceae	Proteobacteria	Native
G181_Cl_3	Escherichia coli UTI89	Enterobacteriaceae	Proteobacteria	Native
G181_Cl_4	Escherichia coli UTI89	Enterobacteriaceae	Proteobacteria	Alien
G181_Cl_5	Escherichia coli UTI89	Enterobacteriaceae	Proteobacteria	Alien
G181_Cl_6	Escherichia coli UTI89	Enterobacteriaceae	Proteobacteria	Alien
G181_Cl_7	Escherichia coli UTI89	Enterobacteriaceae	Proteobacteria	Alien
G181_Cl_8	Escherichia coli UTI89	Enterobacteriaceae	Proteobacteria	Native
G181_Cl_9	Escherichia coli UTI89	Enterobacteriaceae	Proteobacteria	Alien
G181_Cl_10	Escherichia coli UTI89	Enterobacteriaceae	Proteobacteria	Native
G181_Cl_11	Escherichia coli UTI89	Enterobacteriaceae	Proteobacteria	Native
G181_Cl_12	Escherichia coli UTI89	Enterobacteriaceae	Proteobacteria	Alien
G181_Cl_13	Escherichia coli UTI89	Enterobacteriaceae	Proteobacteria	Native
G181_Cl_14	Escherichia coli UTI89	Enterobacteriaceae	Proteobacteria	Alien
G181_Cl_15	Escherichia coli UTI89	Enterobacteriaceae	Proteobacteria	Native
G181_Cl_16	Escherichia coli UTI89	Enterobacteriaceae	Proteobacteria	Alien
G181_Cl_17	Escherichia coli UTI89	Enterobacteriaceae	Proteobacteria	Native
G181_Cl_18	Escherichia coli UTI89	Enterobacteriaceae	Proteobacteria	Native
G182_Cl_1	Escherichia coli W3110	Enterobacteriaceae	Proteobacteria	Native
G182_Cl_2	Escherichia coli W3110	Enterobacteriaceae	Proteobacteria	Alien
G182_Cl_3	Escherichia coli W3110	Enterobacteriaceae	Proteobacteria	Alien
G182_Cl_4	Escherichia coli W3110	Enterobacteriaceae	Proteobacteria	Alien
G182_Cl_5	Escherichia coli W3110	Enterobacteriaceae	Proteobacteria	Alien
G182_Cl_6	Escherichia coli W3110	Enterobacteriaceae	Proteobacteria	Alien
G182_Cl_7	Escherichia coli W3110	Enterobacteriaceae	Proteobacteria	Alien
G182_Cl_8	Escherichia coli W3110	Enterobacteriaceae	Proteobacteria	Alien
G182_Cl_9	Escherichia coli W3110	Enterobacteriaceae	Proteobacteria	Alien
G182_Cl_10	Escherichia coli W3110	Enterobacteriaceae	Proteobacteria	Alien
G182_Cl_11	Escherichia coli W3110	Enterobacteriaceae	Proteobacteria	Alien
G182_Cl_12	Escherichia coli W3110	Enterobacteriaceae	Proteobacteria	Alien
G182_Cl_13	Escherichia coli W3110	Enterobacteriaceae	Proteobacteria	Alien
G183_Cl_1	Fervidobacterium nodosum Rt17-B1	Thermotogaceae	Thermotogae	Native
G183_Cl_2	Fervidobacterium nodosum Rt17-B1	Thermotogaceae	Thermotogae	Alien
G183_Cl_3	Fervidobacterium nodosum Rt17-B1	Thermotogaceae	Thermotogae	Native
G183_Cl_4	Fervidobacterium nodosum Rt17-B1	Thermotogaceae	Thermotogae	Alien
G183_Cl_5	Fervidobacterium nodosum Rt17-B1	Thermotogaceae	Thermotogae	Native
G184_Cl_1	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Native
G184_Cl_2	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Alien
G184_Cl_3	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Native
G184_Cl_4	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Alien
G184_Cl_5	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Alien
G184_Cl_6	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Alien
G184_Cl_7	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Alien
G184_Cl_8	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Alien
G184_Cl_9	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Alien
G184_Cl_10	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Alien
G184_Cl_11	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Alien
G184_Cl_12	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Alien
G184_Cl_13	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Alien
G184_Cl_14	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Native
G184_Cl_15	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Alien
G184_Cl_16	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Alien
G184_Cl_17	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Alien
G184_Cl_18	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Alien
G184_Cl_19	Flavobacterium johnsoniae UW101	Flavobacteriaceae	Bacteroidetes	Alien
